Request Type,Case Id,Case Start Date,Sub Category,Last Admin,Last Note,Last Note Date,Current User Id
Complaint,659301,16/04/2025,End of service remuneration,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,17/04/2025,Hamad.Almheiri
Inquiry,659303,16/04/2025,General,abdelhamid.mohamed,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????.???? ??? ?? ?????? ??????? ??? ?? ?? ??????  ???? ??????? ???????: • ????? ??? ????????? ????? ?????? ?????? ????? ??????? ???????   ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",17/04/2025,
Inquiry,659309,16/04/2025,N/A,zainab.alshehhi,"Complete -  Thank you for contacting us. We would like to inform you that your support request has been resolved. as per your confirmation you already registered the insured If you have further inquiries or if the problem persists, please call 80010 or submit a new support request.",17/04/2025,
Complaint,659312,16/04/2025,Service submission,abdelhamid.mohamed,??? ???? ?? ????? ??? ?????  ?? ??????? ?? ???????? ??? ??? 643540 ???? ???????? ?? ???? ????? ? ???? ??????? ?? ???????,17/04/2025,anas.hasan
POPInquiry,659317,16/04/2025,????? ??????,anas.hasan,Inc 22422  Logged In Progress,17/04/2025,anas.hasan
Complaint,659322,16/04/2025,Service submission,abdelhamid.mohamed,RECLASSIFY -  Thank you for contacting us. We would like to inform you that your request will be forwarded to the technical support department for necessary action. We appreciate your cooperation.,18/04/2025,anas.hasan
Complaint,659324,16/04/2025,Contributions and proforma,,,,shaikha.humaid
Suggestion,659326,16/04/2025,Merge service period,,,,
Complaint,659331,16/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,17/04/2025,Maitha.Almahmoud
Complaint,659340,16/04/2025,Merge service period,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,17/04/2025,Hamad.Almheiri
Complaint,659347,16/04/2025,Service submission,anas.hasan,Inc 22482  Logged In Progress,18/04/2025,anas.hasan
Complaint,659348,16/04/2025,Beneficiary deregistration,Moysar.Salahaldeen,"Complete -  ???? ???????? ???? ???? ????? ???? ?? ???? ??? ????? ???? ?? ?????? ???? ????? ??? ?? ???? ???? ????? ???? ?????? ???? ????????? ??? ?????? ??????: [https://gpssa.gov.ae/pages/en]  ?????? ???????? ?????????? ????????. ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.",18/04/2025,
Inquiry,659352,16/04/2025,Payment channel: Fund Transfer System (FTS),,,,shaikha.humaid
Inquiry,659353,16/04/2025,Fines and penalties,Saed.Fawzi,"Greeting valued employer, your request has been reviewed, please note that we need more information to assist you. please attach a screenshot of the platform issue you are experiencing, additionally provide with the insureds name, and their Emirates ID numbers, payment receipt for amount 3801 for checking, Thanks",17/04/2025,
Complaint,659358,16/04/2025,Incorrect employment details,Waleed.Hassan,RECLASSIFY - Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,17/04/2025,nasreldeen.hanafi
Complaint,659363,16/04/2025,Merge service period,ammar.alshehhi,"Complete - ????? ???????? ????.  ?? ??????? ??? ?????? ???? ??????? ????? ?? ??????? ?????? ?? ?????? : ??? ???? ???? ? ?? ????? ??? ?????  ?????? ??? ???????  ???? ???????  ??? ?????? ??? ??????? ? ?? ???????  ????????? .  ????? ????????",17/04/2025,
Complaint,659367,16/04/2025,Incorrect employment details,abdelhamid.mohamed,"We have reviewed your request and would like to inform you that additional information is required to proceed. Kindly provide the following:  • stamped letter head with 1- employer name  2- employer ID  3- old email 4- new mail  We appreciate your cooperation, and once we receive the required information, we will proceed with processing your request",18/04/2025,
Complaint,659379,16/04/2025,Merge service period,Alyazia.Alkhoori,"???? ???? ????? ?????? ?????? ?????? ???????? ???? ???????? ?????? ??? ?????? ?? ???????? ???????. ????? ??????    ???? ????? ???? ?? ???????.  ????? ???? ???????. ?????? ?? ???????????? ?????? ??????? ??? ????? ??????? 80010 ?? ????? ??? ??? ???.",18/04/2025,
Inquiry,659395,16/04/2025,General,abdelhamid.mohamed,?? ??????? ?? ???????? ???? 18-4-2025 11 07 ?,18/04/2025,abdelhamid.mohamed
Complaint,659435,16/04/2025,Contributions and proforma,,,,aws.alsamadi
Complaint,659451,16/04/2025,End of service,ammar.alshehhi,"Complete -  ?????? ????? ??? ??? ?????? ???? ??????? ?? ??????? ??? ?? ??? ???????? ? ? ???? ??????? ?? ??????? ???????? ??? ???? ????? ???? ??? ?? ????? ?????? ????? ??? ?????? ??? ?? ????? ????? ?? ??? ??? ????? ?? ??? ?????? ?????? ? ???????. ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010.",17/04/2025,
Complaint,659458,16/04/2025,End of service,ammar.alshehhi,"Declined -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??????? ?? ???? ??? ???  659451???? ???? ??? ???????? .??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .. ????? ???????",17/04/2025,
Complaint,659467,16/04/2025,End of service,Waleed.Hassan,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,17/04/2025,ali.abdullah
Inquiry,659486,16/04/2025,N/A,Waleed.Hassan,"Declined -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ??? ?????? ??????? ??? ??? ???? ??? ?????? ????. ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .",18/04/2025,
Inquiry,659505,16/04/2025,Late End of Service Penalty,ammar.alshehhi,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",17/04/2025,
Complaint,659512,16/04/2025,Incorrect employment details,Waleed.Hassan,"RECLASSIFY - ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010",18/04/2025,
Complaint,659515,16/04/2025,Contributions and proforma,zainab.alshehhi,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team For further inquiries please contact us on 80010,17/04/2025,aws.alsamadi
Complaint,659528,16/04/2025,Service submission,anas.hasan,Inc 22481 Logged InProgress,18/04/2025,anas.hasan
Complaint,659538,16/04/2025,Fines and penalties,,,,aws.alsamadi
Complaint,659541,16/04/2025,,Obaid.AlKhuzaimi,Declined -  ???? ???????? ????. ??? ??????? ???? ?? ??????? ???? ???? ??????? ?? ????? ??? ????? ???????? ??? ??? ????? ?? ????????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .,17/04/2025,
Inquiry,659562,16/04/2025,Late End of Service Penalty,ammar.alshehhi,"Complete -  Kindly be informed that the request to review the amount of the fine or exemption from it is under review, and the amendment or cancellation will be done automatically on the Maashi platform within a month from the date of receiving the request without the need for any additional action by the employer if the terms and conditions apply. For further inquiries, please contact us on 80010.",17/04/2025,
Inquiry,659567,16/04/2025,Contributions and proforma,,,,aws.alsamadi
Complaint,659569,16/04/2025,N/A,Obaid.AlKhuzaimi,Declined -  ????? ???????? ????. ??? ??????? ???? ?? ??????? ???? ???? ??????? ?? ????? ??? ????? ???????? ??? ??? ????? ?? ????????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .,17/04/2025,
Complaint,659570,16/04/2025,Fines and penalties,,,,aws.alsamadi
Inquiry,659577,16/04/2025,Fines and penalties,,,,shaikha.humaid
Inquiry,659579,16/04/2025,Fines and penalties,,,,shaikha.humaid
Complaint,659580,16/04/2025,General,abdelhamid.mohamed,SR,17/04/2025,abdelhamid.mohamed
Inquiry,659581,16/04/2025,Fines and penalties,,,,shaikha.humaid
Inquiry,659585,16/04/2025,Fines and penalties,,,,shaikha.humaid
Complaint,659589,16/04/2025,Contributions and proforma,Waleed.Hassan,RECLASSIFY -  Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,17/04/2025,aws.alsamadi
Complaint,659595,16/04/2025,Contributions and proforma,Waleed.Hassan,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,17/04/2025,aws.alsamadi
Complaint,659601,16/04/2025,Service submission,zainab.alshehhi,784200269130819,18/04/2025,anas.hasan
Complaint,659612,16/04/2025,End of service,Mohamed.Sidahmed,"Complete -  &#160; ???? ???? ????? ??? ?? ?????? ??????? ?????? ?????? 28/3/2023 ????? ?? 2 ??? ? 9 ???? ?17 ????  ??????? ?????? 163,961.08 ???? , ????? ?????? ?????? ?? ????? 6,106 ???? , ?????? ?????? ?????? ??? ????? ??? ??? ?? 9/4/2025 ????? ?? 85,484 ????&#160; , ?????? ??????? 78,477.08 ???? , ????? ?? ??????????? ???? ??????? ?? ???? ??????? ??? ????? 80010",18/04/2025,
Inquiry,659616,16/04/2025,Late End of Service Penalty,ammar.alshehhi,"Complete -  Thank you for contacting us. We have reviewed your request, and we would like to inform you that the additional amounts due from your side due to the delay in submitting the end-of-service claim within the permitted 15-day period for the insured :IBRAHIM AHMED AL-ALI  We appreciate your cooperation",17/04/2025,
Complaint,659624,16/04/2025,Service submission,anas.hasan,SR 14241  inProgress,18/04/2025,anas.hasan
Complaint,659625,16/04/2025,End of service,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",17/04/2025,sara.musa
Complaint,659667,16/04/2025,Late End of Service Penalty,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,17/04/2025,Hamad.Almheiri
Inquiry,659671,16/04/2025,Insured registration,abdelhamid.mohamed,"Complete -  ????? ???????? ???? ,??? ?????? ??????? ??? ??? ???? ??? ?? ??? ??????? ???? ?????? ???? ????? ???? ?????? ???? ??? 784199675982807  ????? ??? ????? ????? ???? ?? ???? ?? ????? ? ????? ???? ? ?????? ??? , ????? ????????",18/04/2025,
Inquiry,659673,16/04/2025,Merge years,zainab.alshehhi,Complete -  ???? ???????? ????  ??? ??????? ???? ??? ?????? ??? ????? ????? ??? ? ??? ??????? ???????? ??? ?????? ?? ??????  ??? ??? ????? ?? ????????? ?????? ?? ??? ?? ???? ??????? ????? ???? ????? ????? ??? ??? ???? ?? ??????? ??? ????? 80010,17/04/2025,
Complaint,659683,16/04/2025,Beneficiary deregistration,Moysar.Salahaldeen,?? ????? ???? ??????? ?????,18/04/2025,elmiqdad.elimam
Complaint,659685,16/04/2025,General,,,,Gerier.Ismail
Inquiry,659693,16/04/2025,Late Registration Penalty,,,,Gerier.Ismail
Complaint,659705,16/04/2025,Contributions and proforma,zainab.alshehhi,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team For further inquiries please contact us on 80010,17/04/2025,aws.alsamadi
Complaint,659708,16/04/2025,Insured registration,,,,Gerier.Ismail
Inquiry,659709,16/04/2025,Late Registration Penalty,,,,Gerier.Ismail
Complaint,659717,16/04/2025,End of service,zainab.alshehhi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",17/04/2025,sara.musa
Complaint,659718,16/04/2025,End of service,ammar.alshehhi,-    ??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,19/04/2025,sara.musa
Inquiry,659722,16/04/2025,General,,,,Gerier.Ismail
Inquiry,659731,16/04/2025,Late Registration Penalty,,,,Gerier.Ismail
Complaint,659766,16/04/2025,General,,,,Gerier.Ismail
Complaint,659767,16/04/2025,Late Registration Penalty,abdelhamid.mohamed,SR,18/04/2025,abdelhamid.mohamed
Inquiry,659768,16/04/2025,Employer registration,,,,Gerier.Ismail
Inquiry,659778,16/04/2025,Employer registration,,,,Gerier.Ismail
Inquiry,659784,16/04/2025,Late Registration Penalty,,,,Gerier.Ismail
Complaint,659850,16/04/2025,General,,,,Gerier.Ismail
Inquiry,659856,16/04/2025,General,,,,Gerier.Ismail
Complaint,659857,16/04/2025,General,,,,Gerier.Ismail
Inquiry,659874,16/04/2025,Fines and penalties,,,,Mariam.Almheiri
Inquiry,659878,16/04/2025,Fines and penalties,,,,Mariam.Almheiri
Complaint,659883,16/04/2025,Payment channel: Fund Transfer System (FTS),,,,Mariam.Almheiri
Inquiry,659904,16/04/2025,Contributions and proforma,,,,aws.alsamadi
Complaint,659915,16/04/2025,Fines and penalties,shaikha.humaid,"Complete -  Greetings, please note that as per Federal Law No.  7  Year 1999 Article  13  - Subscriptions shall be payable as of the first day of the month that follows the month for which such subscriptions are due. Such delay may be extended till the fifteenth of the said month and -Article  14  - The additional sum amounting to  0.1   of the due subscriptions shall be imposed thereon for every day of delay, such without a need for a warning or notification. Thus, we are unable to cancel or waive the fine.  Regards,",19/04/2025,Safa.Bkaar
Complaint,659916,16/04/2025,Refunds,,,,shaikha.humaid
Complaint,659917,16/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete - ???? ???????? ???? ???? ????? ??? ??? ????? ?????? ?????? 658737 ??? ?????? ??? ?????? ???????? ????? ????? ???????? ???? ??? ??????? ???? ??? ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.",18/04/2025,
Complaint,659919,16/04/2025,Employer registration,,,,Gerier.Ismail
Complaint,659934,16/04/2025,Beneficiary deregistration,Moysar.Salahaldeen,"Complete -  ???? ??????? ???? ???? ????? ??? ????? ??? 461823 ??? ???????? ???? ??? ????? ???? ????? ????? ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.",18/04/2025,
Complaint,659938,16/04/2025,1 Month Grace Period,Moysar.Salahaldeen,???? ???? ????? ?????? 140356 ????? ???? ???? ?? ??? ?????? ?????? ?? ??? ??? 108095 ,18/04/2025,Hamad.Almheiri
Complaint,659999,16/04/2025,Fines and penalties,,,,aws.alsamadi
Complaint,660026,16/04/2025,Employer registration,,,,Gerier.Ismail
Inquiry,660035,16/04/2025,Late Registration Penalty,,,,Gerier.Ismail
Complaint,660053,16/04/2025,Payment channel: Fund Transfer System (FTS),,,,aws.alsamadi
Complaint,660057,16/04/2025,Payment channel: Fund Transfer System (FTS),Mazen.Hamad,"We appreciate your cooperation, and once we receive the required information, we will proceed with processing your request kindly send us a screenshot of the rejection reasons. regards",17/04/2025,
Complaint,660061,16/04/2025,End of service,Salma.Alhassan,??  ????? ??????  ???? ?????? ??? ???? ?????? ????? ??????,18/04/2025,Nada.Farouk
Inquiry,660065,16/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete -  Thank you for contacting us. We would like to inform you that your support request regarding the EOS fines  will be closed, the fine amount is correct kindly note there it will be a fine because as per pension law any delay of submission the EOS request should not be more than 15 days from the last service date of the employee including the approval kindly proceed for fine payment",18/04/2025,
Complaint,660075,16/04/2025,Fines and penalties,shaikha.humaid,"Complete -   Greetings, Kindly note that we received March 2025 contribution payment on 16 04 2025 with 1 over due date.  Attach. Regards",19/04/2025,Safa.Bkaar
Inquiry,660076,16/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete -  Thank you for contacting us. We would like to inform you that your support request regarding the EOS fines  will be closed, the fine amount is correct kindly note there it will be a fine because as per pension law any delay of submission the EOS request should not be more than 15 days from the last service date of the employee including the approval kindly proceed for fine payment",18/04/2025,
Inquiry,660100,16/04/2025,Insured registration,,,,Gerier.Ismail
Complaint,660104,16/04/2025,Service submission,Obaid.AlKhuzaimi,Complete -  ????? ???????? ????. ??? ??????? ???? ?? ??????? ???? ???????? ????????? ????? ?? ???? ????? ??? ??? ??? ????? ?? ????????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .,18/04/2025,
Inquiry,660108,16/04/2025,Payment channel: UAE Direct Debit System (DDS),,,,aws.alsamadi
Complaint,660165,16/04/2025,Incorrect employment details,abdelhamid.mohamed,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ????? ???? ?? ????? ????  ?????  ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Inquiry,660213,16/04/2025,EOS Shourak payment released request,Moysar.Salahaldeen,"Complete -  ???? ??????? ???? ???? ????? ??? ???? ?????? ????? ?? ????? ???????? ?? ??? ?? 11 ??? ????? ?? ????? ????? ???? ???????? ?? ???? ?????? ???? ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.",18/04/2025,
Complaint,660216,16/04/2025,Incorrect employment details,abdelhamid.mohamed,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ????? ???? ????? ? ????  ?? ??? ????? ????? ?? ??? ?????  , ??? ????? , ?????? ?????????? ?????? ? ?????? ?????????? ??????  ?????? ??????   ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Complaint,660243,16/04/2025,End of service remuneration,,,,Musab.Husam
Inquiry,660257,16/04/2025,Merge service period,,,,sara.musa
Complaint,660263,16/04/2025,End of service,anas.hasan,SR 15667,18/04/2025,anas.hasan
Inquiry,660359,17/04/2025,Fines and penalties,,,,aws.alsamadi
Complaint,660362,17/04/2025,Payment,ali.babiker,Incident was created ID 22460,18/04/2025,anas.hasan
Inquiry,660372,17/04/2025,Fines and penalties,,,,Mariam.Almheiri
Inquiry,660373,17/04/2025,Fines and penalties,,,,Mariam.Almheiri
Complaint,660379,17/04/2025,Fines and penalties,,,,Mariam.Almheiri
Complaint,660387,17/04/2025,N/A,Obaid.AlKhuzaimi,"Complete -   ???? ???????? ????. ??? ??????? ???? ???? ????? ????? ??????? ??????? ?????? ???????? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",17/04/2025,
Inquiry,660401,17/04/2025,N/A,Obaid.AlKhuzaimi,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: ??? ????? - ????? ???? ?? ????? ????  ?????   ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",17/04/2025,
Complaint,660413,17/04/2025,Contributions and proforma,,,,aws.alsamadi
Complaint,660419,17/04/2025,Service submission,ali.babiker,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????:  • ????? ???? ?? ????? ????  ????? ? ????? ??????? ???? ???????? ???????? ????? ???????? ?????? ??????? ???????? ???? ??????? ????? ??? ?????",18/04/2025,
Inquiry,660420,17/04/2025,Fines and penalties,,,,shaikha.humaid
Complaint,660426,17/04/2025,Contributions and proforma,Waleed.Hassan,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,17/04/2025,shaikha.humaid
Suggestion,660429,17/04/2025,1 Month Grace Period,,,,
Complaint,660442,17/04/2025,Refunds,Mazen.Hamad,"???? ???? ? ??? ???? ????? ???? ? ??????? ??? ?????? ???? ??????? ???? ???? ??????? ???? ????? ??? ??????? ??????? ????????? ??? ?????? ?? ?????",18/04/2025,
Inquiry,660447,17/04/2025,Refunds,,,,shaikha.humaid
Complaint,660448,17/04/2025,General,,,,nasreldeen.hanafi
Complaint,660512,17/04/2025,Payment,ali.babiker,Incident was created ID  22460 ,18/04/2025,anas.hasan
Inquiry,660515,17/04/2025,Late Registration Penalty,,,,nasreldeen.hanafi
Complaint,660531,17/04/2025,Error in financial details,Waleed.Hassan,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ??? ????????? ???????? • ??? ?????? /??????? ???????  • ????? ???? ?? ????? ???? ?????",17/04/2025,
Complaint,660533,17/04/2025,Contributions and proforma,Waleed.Hassan,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,17/04/2025,aws.alsamadi
Complaint,660534,17/04/2025,Error in financial details,Waleed.Hassan,"?? ??????? ??? ?????? ???? ??????? ???? ???? ????? ??? ????????? ???????? ???????? ????????. ???? ??????? ???????: • ??? ????????? ???????? • ??? ?????? /??????? ???????  • ????? ???? ?? ????? ???? ?????",17/04/2025,
Complaint,660552,17/04/2025,Fines and penalties,,,,aws.alsamadi
Complaint,660559,17/04/2025,Insured registration,Eshraq.Hazza,Back -  ?????? ???? ???? ?? ????? ???????,18/04/2025,
Complaint,660574,17/04/2025,Beneficiary deregistration,Moysar.Salahaldeen,"Complete -  ???? ??????? ???? ???? ????? ??? ????? ???? ????? ?????? ??? ?????? ??? ??? ??? ?? ????? ??? ????? ?? ????? ???? ??? ?? ???? ???? ????? ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.",18/04/2025,
Complaint,660579,17/04/2025,Contributions and proforma,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",18/04/2025,
Complaint,660583,17/04/2025,Fines and penalties,,,,shaikha.humaid
Complaint,660588,17/04/2025,Late Registration Penalty,abdelhamid.mohamed,SR,18/04/2025,abdelhamid.mohamed
Complaint,660589,17/04/2025,End of service remuneration,Moysar.Salahaldeen,"Complete -  ????? ???????? ????. ??? ??????? ???? ???? ????? ??? ????? ????? ???? ???? ???? ????? ?????? ????? ?????? ??????? ???????. ?? ??? ??????? ???????? ????? ????? ????? ??? ??? ???? ? ?? ????? ????????? ???????:    • ??????? ???? ??????? ?????? ????? ??????  • ???? ???? ?????? ??????? ?? ??????? ????? ???????",18/04/2025,Eshraq.Hazza
Complaint,660595,17/04/2025,EOS Shourak payment released request,Moysar.Salahaldeen,???? ????? ??? ????? ?????? 492553  ???? ?????? ?? ???? ??? ?????? ???? ????? ????,18/04/2025,fatima.bero
Complaint,660608,17/04/2025,Contributions and proforma,Waleed.Hassan,RECLASSIFY -   Thank you for contacting us. We would like to inform you that your support request has been forwarded to the relevant team for further inquiries please contact us on 80010,17/04/2025,aws.alsamadi
Complaint,660614,17/04/2025,End of service,zainab.alshehhi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",17/04/2025,sara.musa
Complaint,660615,17/04/2025,End of service,ammar.alshehhi,??? ? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ???????   ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.,19/04/2025,Mohamed.Sidahmed
Complaint,660640,17/04/2025,Incorrect employment details,abdelhamid.mohamed,SR,18/04/2025,abdelhamid.mohamed
Complaint,660641,17/04/2025,General,,,,nasreldeen.hanafi
Inquiry,660648,17/04/2025,Late Registration Penalty,,,,nasreldeen.hanafi
Complaint,660656,17/04/2025,General,,,,nasreldeen.hanafi
Inquiry,660658,17/04/2025,Merge years,Obaid.AlKhuzaimi,Complete -  ????? ???????? ????. ??? ??????? ???? ?? ??????? ???? ???????? ?????? ??????? ?????? ?????? ?????? ??? ??? ????? ?? ????????? ?????? ???? ????? ????? ??? ??? ????.?? ??????? ??? ????? 80010 .,17/04/2025,
Complaint,660662,17/04/2025,Late Registration Penalty,Mazen.Hamad,RECLASSIFY -  Late Insured Registration penalty,18/04/2025,
Complaint,660668,17/04/2025,Fines and penalties,,,,aws.alsamadi
Complaint,660671,17/04/2025,,Moysar.Salahaldeen,"Complete -  ???? ??????? ???? ???? ????? ???? ?? ????? ?????? ????? ?????? ???? ????? ????? ??? 6 ????? ? 3 ???? ? 12 ??? ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.",18/04/2025,
Inquiry,660680,17/04/2025,Late Registration Penalty,,,,nasreldeen.hanafi
Complaint,660687,17/04/2025,1 Month Grace Period,Moysar.Salahaldeen,"Complete - ???? ??????? ???? ?? ????? ????? ?????? ????? ???? ??? ????? ?????? 629086 ?????? ????? ????? ?????? ????? ??? ????? ????? ??? 1 ??? ?11 ??? ? 16 ???? ??? ??? ????? ?? ????????? ??????? ???? ??????? ??? ????? 80010 ?? ????? ??? ?????.",18/04/2025,
Complaint,660688,17/04/2025,Contributions and proforma,Mazen.Hamad,"Complete -  ???? ???? ? ??? ???? ????? ???? ????? ??? ?????? ????? ????? ???????? ?? ??????? ???????? ???????? ????? ??????? ?????? ?????? (14) ?? ????? ???????? ?????????? ?????????? ??? (7) ???? 1999 ?????????? ????? ???? ??????? ??? ?? ???? ?????? ?? ???? ??????? ???????? ???????? ??? ????? ???????",17/04/2025,Safa.Bkaar
Suggestion,660699,17/04/2025,Fines and penalties,,,,
Complaint,660701,17/04/2025,End of service,ammar.alshehhi,Complete -   ??? ? ???????? ????. ?? ??????? ??? ?????  ???? ??????? ????  ??? ????? ?????? ??????? ?? ?????  ???? ????? 641744  ?? ???????? .     ??? ? ???????   ?,19/04/2025,
Inquiry,660708,17/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete -  Thank you for contacting us. We would like to inform you that your support request regarding the EOS fines  will be closed, the fine amount is correct kindly note there it will be a fine because as per pension law any delay of submission the EOS request should not be more than 15 days from the last service date of the employee including the approval kindly proceed for fine payment",18/04/2025,
Complaint,660709,17/04/2025,N/A,ali.babiker,Please advice user to follow the instructions on the sample excel.,18/04/2025,Obaid.AlKhuzaimi
Complaint,660718,17/04/2025,Insured registration,,,,nasreldeen.hanafi
Complaint,660719,17/04/2025,Merge service period,Moysar.Salahaldeen,DC 662645,18/04/2025,Moysar.Salahaldeen
Complaint,660722,17/04/2025,General,,,,nasreldeen.hanafi
Inquiry,660724,17/04/2025,End of service remuneration,,,,Musab.Husam
Inquiry,660729,17/04/2025,Insured registration,,,,nasreldeen.hanafi
Inquiry,660730,17/04/2025,Late End of Service Penalty,Moysar.Salahaldeen,"Complete -  Thank you for contacting us. We would like to inform you that your support request regarding the EOS fines  will be closed, the fine amount is correct kindly note there it will be a fine because as per pension law any delay of submission the EOS request should not be more than 15 days from the last service date of the employee including the approval kindly proceed for fine payment",18/04/2025,
Inquiry,660745,17/04/2025,Contributions and proforma,Moysar.Salahaldeen,RECLASSIFY -  to check proforma,18/04/2025,
Complaint,660754,17/04/2025,Contributions and proforma,Obaid.AlKhuzaimi,"RECLASSIFY -   ????? ???????? ????. ??? ??????? ???? ???? ????? ???????? ??????? ??????? ? ? ??? ??? ????? ?? ????????? ?????? ???? ??????? ??? ????? 80010.",17/04/2025,aws.alsamadi
